player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Lorenzo Booker,3687,HB,MIA,7,28,3,2,30.4,38,0,125,2,5,3,62,31.6,3,8,17,0,19,81.9,71.9,83.1,,74.8,83.2,64.1,59.1,22,0,237,28,106,35,0,0,35,56,0,125,62,2.21,4.5,2.24,0
Kellen Clemens,2994,QB,NYJ,10,14,7,0,0.0,0,0,18,0,0,0,4,0.0,3,10,22,4,0,68.4,52.0,7.3,55.5,,,43.2,60.5,18,5,0,0,0,210,92,13,0,14,1,110,35,1.3,4.1,,0
J.J. Arrington,2261,HB,ARZ,16,26,1,0,0.0,0,0,78,3,5,1,44,18.5,1,3,1,0,3,81.8,57.7,85.3,,73.7,62.5,45.7,59.3,12,1,241,29,181,31,0,0,37,55,0,78,44,1.69,3.0,1.33,0
Michael Robinson,3045,HB,SF,13,25,2,2,39.0,48,0,123,1,5,2,52,40.4,3,7,28,1,5,29.8,64.5,82.7,,87.7,68.4,53.3,74.2,28,0,73,11,52,32,0,0,13,36,0,123,52,2.08,4.9,1.4,3
Jon Kitna,217,QB,DET,16,13,5,0,0.0,0,0,4,0,0,1,3,1.6,1,4,11,16,0,29.6,66.5,77.2,68.4,,,31.1,60.0,11,3,9,1,0,296,59,12,1,14,0,63,26,1.04,2.5,,0
Deuce McAllister,793,HB,NO,3,24,2,1,16.3,15,0,92,1,0,2,41,12.2,2,4,20,1,1,28.1,37.7,74.2,,80.4,29.4,42.6,59.5,15,0,15,4,22,30,0,0,5,28,0,92,41,1.71,3.8,0.68,0
Carson Palmer,1317,QB,CIN,16,20,3,0,0.0,0,0,-11,0,0,0,0,0.0,1,3,7,6,0,68.1,74.5,79.2,77.5,,,27.2,60.0,10,3,0,0,0,425,21,4,0,20,0,10,9,0.38,0.4,,0
Drew Brees,802,QB,NO,16,16,0,0,0.0,0,0,12,0,0,0,1,0.0,0,8,20,9,0,88.3,83.9,68.4,83.4,,,49.0,60.0,9,5,10,2,0,383,40,7,2,18,1,52,14,0.61,2.3,,0
Jerome Harrison,3090,HB,CLV,5,23,3,1,12.0,17,0,142,0,2,3,80,69.6,6,8,8,0,6,78.4,91.1,73.7,,78.3,77.5,86.8,66.1,17,0,19,2,9,30,0,0,2,25,0,142,80,3.48,6.2,2.11,0
Sage Rosenfels,863,QB,HST,9,14,0,0,0.0,0,0,-7,0,0,0,0,0.0,2,6,13,4,0,49.6,69.6,86.6,71.8,,,39.2,60.0,19,1,0,0,0,192,56,7,0,14,1,49,3,0.14,2.3,,0
Peyton Manning,327,QB,IND,17,19,0,0,0.0,0,0,-19,0,0,0,1,0.0,0,4,14,6,0,69.4,94.4,79.1,94.2,,,33.4,60.0,4,2,0,0,0,437,8,2,0,19,3,-11,1,0.05,-0.5,,0
DeDe Dorsey,3299,HB,CIN,9,21,8,4,54.6,100,0,183,1,0,8,95,144.8,6,9,7,0,6,78.4,76.8,76.0,,54.7,61.2,78.6,60.0,45,0,19,4,20,23,0,0,5,25,0,183,95,4.52,8.7,0.95,0
Maurice Hicks,1253,HB,SF,16,21,2,2,29.9,35,0,117,1,1,2,46,18.8,4,4,28,1,10,29.6,66.4,81.6,,74.2,62.6,66.2,59.2,18,0,86,14,73,27,0,0,16,35,1,117,46,2.19,5.6,1.18,0
J.P. Losman,1743,QB,BUF,8,9,0,0,0.0,0,0,16,0,0,0,6,0.0,6,8,4,4,0,44.3,47.0,85.7,48.8,,60.0,43.9,60.0,17,0,0,0,1,160,94,11,0,9,0,110,24,1.2,5.5,0.0,0
Mewelde Moore,1840,HB,MIN,8,20,4,1,15.0,17,0,113,0,0,4,36,27.7,5,7,18,1,8,27.4,60.6,78.8,68.9,62.6,50.1,62.0,58.1,17,0,48,6,45,31,0,0,8,26,0,113,36,1.8,5.7,1.07,0
Carey Davis,2029,FB,PIT,17,20,1,0,0.0,0,0,71,2,2,1,38,16.8,2,2,25,0,2,79.2,61.1,85.1,,87.4,49.2,49.2,69.4,12,0,63,14,84,175,0,0,18,34,0,71,38,1.9,3.6,0.75,0
Adimchinobe Echemandu,1924,HB,HST,6,20,0,1,23.5,20,0,85,0,0,0,51,0.0,2,3,13,1,5,26.1,58.9,75.7,,82.3,53.9,59.3,,20,0,11,2,26,20,0,0,2,22,0,85,51,2.55,4.3,0.42,1
Kyle Boller,1335,QB,BLT,12,7,1,0,0.0,0,0,7,1,0,0,5,0.0,3,9,3,6,0,69.2,59.8,87.3,60.4,,58.4,45.6,60.0,15,0,0,0,1,227,82,12,1,7,0,89,33,1.74,4.7,0.0,0
Chad Pennington,596,QB,NYJ,9,14,2,0,0.0,0,0,14,0,0,0,4,0.0,0,9,22,4,0,81.2,58.2,27.8,63.7,,,29.3,60.4,5,7,0,0,0,221,17,5,0,14,1,31,19,1.0,1.6,,0
Quinn Gray,1247,QB,JAX,8,14,5,1,26.3,15,0,27,0,0,0,8,0.0,3,7,15,2,0,69.8,51.1,28.3,51.1,,,58.0,60.0,15,2,0,0,0,171,30,5,0,14,0,57,36,1.89,3.0,,0
Daunte Culpepper,446,QB,OAK,7,12,1,0,0.0,0,0,11,0,0,0,2,0.0,0,7,23,9,0,23.3,59.8,18.3,64.2,,,37.8,60.0,9,4,0,0,0,202,32,7,0,12,3,43,16,0.84,2.3,,0
Cecil Sapp,1695,FB,DEN,16,18,1,0,0.0,0,0,59,3,0,1,42,7.3,2,5,10,0,0,78.6,61.9,84.3,,62.7,39.7,68.1,65.6,12,0,51,14,113,234,0,0,20,32,2,59,42,2.33,3.3,0.45,0
Matt Schaub,1811,QB,HST,11,9,1,0,0.0,0,0,23,0,0,0,9,0.0,1,4,13,7,0,64.6,80.3,68.1,81.8,,,40.0,60.2,12,3,0,0,0,217,29,8,0,9,0,52,16,0.94,3.1,,0
Travis Minor,846,HB,SL,7,17,2,0,0.0,0,0,68,2,4,2,35,42.6,2,3,26,0,4,78.5,60.5,79.0,,45.8,60.5,63.2,59.9,13,0,86,12,44,22,0,0,17,29,0,68,35,2.06,4.0,1.95,0
David Carr,1009,QB,CAR,6,6,1,0,0.0,0,0,3,0,0,0,1,0.0,2,5,5,1,0,69.0,52.5,84.5,54.1,,,47.9,60.0,15,0,0,0,0,103,56,11,0,6,0,59,27,1.59,3.5,,0
Kurt Warner,112,QB,ARZ,14,14,0,0,0.0,0,0,-24,0,0,0,0,0.0,0,1,1,12,0,27.8,84.5,60.6,88.5,,,24.2,60.0,9,3,0,0,0,272,19,3,0,14,1,-5,0,0.0,-0.3,,0
Patrick Cobbs,3272,HB,MIA,5,15,2,0,0.0,0,0,47,1,0,2,28,20.7,1,3,17,0,9,76.4,43.9,75.8,,25.7,39.9,49.3,60.0,12,0,24,3,23,17,0,0,5,18,1,47,28,1.87,3.1,1.04,0
Lawrence Vickers,3125,FB,CLV,16,15,0,0,0.0,0,0,43,6,2,0,26,12.4,0,10,8,0,0,77.8,60.9,87.9,,47.2,30.0,58.5,80.8,7,0,91,13,153,296,0,0,23,28,0,43,26,1.73,2.9,0.59,0
Mike Anderson,693,HB,BLT,6,15,3,1,25.8,16,0,62,0,0,3,48,50.5,2,3,3,1,3,24.8,55.5,74.4,,80.6,65.6,49.1,,16,0,26,4,18,15,0,0,4,19,0,62,48,3.2,4.1,1.44,0
Marcel Shipp,987,HB,ARZ,15,15,3,0,0.0,0,0,41,1,0,3,23,24.2,2,5,1,0,3,76.5,60.4,79.5,,90.4,44.8,66.4,44.3,14,0,25,4,54,22,0,0,9,19,1,41,23,1.53,2.7,0.46,0
Billy Volek,768,QB,SD,6,14,0,0,0.0,0,0,-8,0,0,0,0,0.0,0,1,27,1,0,28.0,26.7,79.9,28.5,,,32.6,60.0,1,0,0,0,0,64,0,0,0,14,1,-8,0,0.0,-0.6,,0
Rex Grossman,1338,QB,CHI,8,9,2,0,0.0,0,0,1,0,0,0,2,0.0,1,4,6,5,0,28.1,57.6,40.5,61.5,,,32.0,60.0,12,2,0,0,0,173,29,5,0,9,0,30,7,0.5,2.1,,0
Jackie Battle,3885,HB,KC,2,14,4,0,0.0,0,0,47,1,0,4,32,61.0,0,3,16,0,5,75.3,58.5,75.4,,35.7,32.5,70.7,60.0,6,0,4,1,25,16,0,0,5,15,1,47,32,2.29,3.4,0.16,0
Trent Edwards,3708,QB,BUF,10,7,1,0,0.0,0,0,0,0,0,0,1,0.0,2,4,4,4,0,44.6,59.4,87.5,60.7,,,38.8,60.0,14,1,0,0,0,276,49,7,0,7,0,49,4,0.29,3.5,,0
Tyson Thompson,2810,HB,DAL,4,14,2,1,42.6,23,0,54,0,0,2,33,33.7,1,3,9,0,2,75.1,62.8,72.0,,,58.2,62.5,60.0,23,0,0,0,2,16,0,0,0,14,0,54,33,2.36,3.9,0.0,0
Joey Harrington,1011,QB,ATL,12,6,3,0,0.0,0,0,-20,0,0,1,0,0.0,1,2,2,0,0,91.3,69.3,88.0,70.0,,,43.9,60.0,13,0,4,1,0,253,37,8,1,7,0,17,25,1.79,1.2,,0
LaBrandon Toefield,1443,HB,JAX,2,13,0,0,0.0,0,0,27,0,0,0,23,0.0,0,2,15,0,4,75.3,52.7,72.9,,77.4,56.4,52.7,58.8,7,0,4,1,13,18,0,0,1,14,1,27,23,1.77,2.1,0.31,0
Brian Griese,379,QB,CHI,7,9,1,0,0.0,0,0,2,0,0,0,2,0.0,0,4,6,6,0,53.6,64.3,21.2,71.0,,,24.8,60.0,9,6,0,0,0,156,24,4,0,9,0,26,2,0.15,2.0,,0
Alex Smith,2218,QB,SF,7,4,2,0,0.0,0,0,-3,0,0,0,0,0.0,3,5,28,6,0,68.0,52.0,29.5,51.5,,,64.4,60.2,25,3,0,0,0,126,92,9,0,4,0,89,9,0.69,6.8,,0
Lorenzo Neal,47,FB,SD,14,13,1,0,0.0,0,0,32,2,1,1,22,16.1,1,5,27,1,0,25.4,73.3,50.2,,76.0,29.7,62.5,83.5,10,1,23,8,76,256,0,0,12,21,0,32,22,1.69,2.5,0.3,0
Jason Snelling,3860,HB,ATL,6,13,2,1,39.5,17,0,43,0,0,2,24,28.4,1,6,2,0,2,75.1,58.7,75.4,,75.1,53.0,61.3,60.0,17,0,0,0,11,15,0,0,0,13,1,43,24,1.85,3.3,0.0,0
Charlie Batch,367,QB,PIT,7,12,0,0,0.0,0,0,-7,0,0,0,0,0.0,0,0,25,0,0,81.0,55.1,80.4,57.2,,,51.1,60.0,0,1,0,0,0,56,0,0,0,12,0,-7,0,0.0,-0.6,,0
Brad Smith,3048,WR,NYJ,16,12,5,0,0.0,0,0,45,6,4,5,32,54.5,1,2,22,0,1,79.9,57.1,87.8,48.2,,54.3,76.3,64.3,11,0,325,32,409,226,0,0,63,44,0,45,32,2.67,3.8,0.79,0
Luke McCown,1827,QB,TB,5,2,2,0,0.0,0,0,-1,0,0,0,0,0.0,5,7,30,3,0,54.7,68.1,84.2,62.4,,,82.6,60.0,31,0,0,0,0,79,118,10,0,2,0,117,7,0.58,9.8,,0
Brad Hoover,740,FB,CAR,16,12,0,0,0.0,0,0,39,1,0,0,19,0.0,1,4,5,0,0,76.6,71.9,86.2,,57.0,44.8,49.4,85.7,10,0,58,10,131,284,0,0,13,22,0,39,19,1.58,3.3,0.44,0
Troy Smith,3790,QB,BLT,4,5,2,0,0.0,0,0,0,0,0,0,0,0.0,3,5,3,3,0,24.1,41.5,82.5,46.6,,,34.8,60.0,14,1,0,0,0,75,54,7,0,5,1,54,0,0.0,4.5,,0
Cory Ross,3487,HB,BLT,1,12,6,1,44.4,32,0,72,0,0,6,57,237.5,2,3,3,0,1,74.3,68.7,74.3,,66.3,56.7,68.0,60.0,32,0,0,0,3,13,0,0,0,12,1,72,57,4.75,6.0,0.0,0
Shaun Hill,1255,QB,SF,3,8,1,0,0.0,0,0,-4,0,0,0,0,0.0,1,2,28,3,0,55.0,52.2,29.8,55.8,,,44.0,60.0,12,2,0,0,0,69,18,4,0,8,1,14,10,0.83,1.2,,0
Mike Karney,1875,FB,NO,16,11,0,0,0.0,0,0,17,2,0,0,6,0.0,1,4,20,0,1,76.8,52.6,27.3,,57.3,44.0,54.0,62.2,10,3,78,13,143,235,0,0,17,24,2,17,6,0.55,1.5,0.55,0
Matt Leinart,2955,QB,ARZ,5,6,0,0,0.0,0,0,2,0,0,0,2,0.0,1,5,1,0,0,87.1,50.5,5.2,54.1,,,44.0,60.0,20,2,0,0,0,100,40,5,0,6,0,42,9,0.82,3.8,,0
Aveion Cason,945,HB,DET,10,11,2,0,0.0,0,0,38,1,0,2,27,19.6,2,2,11,1,5,27.0,61.9,83.8,,87.9,54.9,65.7,60.0,12,0,129,14,85,13,0,0,16,25,0,38,27,2.45,3.5,1.52,0
Steve McNair,114,QB,BLT,6,6,0,0,0.0,0,0,4,1,0,0,2,0.0,1,4,3,8,0,22.7,49.3,4.5,54.7,,,28.5,60.0,13,5,0,0,0,128,28,4,0,6,0,32,3,0.3,3.2,,0
Todd Collins,131,QB,WAS,5,8,0,0,0.0,0,0,-3,0,0,0,2,0.0,0,1,32,5,0,32.0,72.4,55.3,79.4,62.2,58.4,25.9,60.0,4,2,0,0,1,144,6,2,0,8,0,3,2,0.2,0.3,0.0,0
Gary Russell,4059,HB,PIT,3,10,2,0,0.0,0,0,23,0,0,2,13,23.6,0,1,25,0,2,73.6,54.1,73.2,,79.9,60.9,51.5,59.2,8,1,6,1,11,12,0,0,1,11,0,23,13,1.3,2.3,0.55,0
Tony Hunt,3706,HB,PHI,7,10,1,0,0.0,0,0,16,0,0,1,14,14.0,0,5,24,0,0,73.3,58.2,71.3,,15.1,55.6,62.1,60.0,4,0,0,0,5,11,0,0,0,10,1,16,14,1.4,1.6,0.0,0
Trent Dilfer,72,QB,SF,7,6,1,0,0.0,0,0,-4,0,0,0,0,0.0,2,1,28,8,2,62.9,57.6,60.6,58.6,,,47.9,60.0,11,1,0,0,0,122,26,4,0,6,0,22,8,0.8,2.2,,0
Vinny Testaverde,2866,QB,CAR,7,6,0,0,0.0,0,0,-1,0,0,0,3,0.0,1,0,5,4,0,25.3,46.9,85.7,46.4,,,52.7,60.6,16,2,0,0,0,166,23,3,0,6,0,22,4,0.44,2.4,,0
Marc Bulger,684,QB,SL,12,7,0,0,0.0,0,0,-6,0,0,0,0,0.0,1,1,26,6,0,50.1,62.0,73.3,63.8,,60.0,27.9,60.0,14,3,0,0,1,263,19,2,0,7,0,13,0,0.0,1.4,0.0,0
Joshua Cribbs,2544,WR,CLV,16,9,2,1,29.5,18,0,61,0,1,2,22,61.1,3,3,8,0,2,74.5,65.7,0.0,74.6,,59.2,63.5,83.6,18,1,37,3,28,32,0,0,5,12,0,61,22,2.44,6.8,1.32,0
Gilbert Harris,4201,HB,KC,4,9,0,0,0.0,0,0,9,1,0,0,7,0.0,0,1,16,1,3,21.7,29.4,75.2,,84.1,29.1,29.0,60.0,4,0,38,3,24,10,0,0,4,12,0,9,7,0.78,1.0,1.58,0
John Beck,3656,QB,MIA,5,7,0,0,0.0,0,0,-6,0,0,0,1,0.0,0,4,17,7,0,21.8,29.2,83.3,34.4,,,27.9,60.0,8,0,0,0,0,79,11,2,0,7,1,5,1,0.11,0.6,,0
Steve Smith,837,WR,CAR,15,9,1,2,57.6,38,0,66,7,16,1,32,63.0,2,4,5,1,1,57.9,80.1,77.7,,,79.7,61.9,69.7,22,1,1002,87,479,376,0,0,139,96,0,66,32,3.56,7.3,2.09,0
Damon Huard,215,QB,KC,11,6,0,0,0.0,0,0,-6,0,0,0,0,0.0,0,0,16,4,0,88.3,68.0,71.5,68.6,62.2,55.2,38.5,60.0,2,2,0,0,1,251,5,3,0,6,0,-1,1,0.11,-0.1,0.0,0
Chris Redman,635,QB,ATL,6,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,2,2,0,68.4,47.7,84.3,52.2,,,28.8,60.7,7,0,0,0,0,85,18,6,0,2,0,16,12,1.5,2.0,,0
Le'Ron McClain,3753,FB,BLT,16,8,0,0,0.0,0,1,18,2,1,0,11,8.1,0,2,3,1,0,24.1,58.0,0.0,,74.8,30.0,56.3,68.4,4,6,55,9,89,267,0,0,13,17,0,18,11,1.38,2.3,0.62,0
Jameel Cook,904,FB,HST,5,8,0,0,0.0,0,0,24,0,2,0,13,20.3,0,2,13,0,1,74.6,58.6,76.1,,74.6,63.8,53.1,59.4,9,0,40,8,37,11,0,0,8,16,0,24,13,1.63,3.0,1.08,1
Justin Griffith,1433,FB,OAK,16,7,0,0,0.0,0,1,27,1,5,0,12,26.0,0,0,23,0,1,77.7,70.3,26.8,,81.3,54.6,51.5,82.0,6,3,165,26,170,253,0,0,33,33,0,27,12,1.71,3.9,0.97,0
Jeremi Johnson,1430,FB,CIN,16,7,0,0,0.0,0,1,25,0,1,0,9,9.9,1,1,7,0,0,73.6,86.4,52.0,,69.8,55.2,56.2,89.4,12,2,32,6,104,265,0,0,7,13,0,25,9,1.29,3.6,0.31,0
Bruce Gradkowski,3139,QB,TB,4,5,0,0,0.0,0,0,-4,0,0,0,0,0.0,2,1,30,0,0,78.5,63.5,0.0,66.3,,,57.7,60.0,13,1,0,0,0,34,24,2,0,5,0,20,4,0.57,2.9,,0
Aaron Rodgers,2241,QB,GB,3,3,0,0,0.0,0,0,-2,0,0,0,0,0.0,1,3,12,0,0,79.2,66.1,78.0,62.4,,,68.7,60.0,13,0,0,0,0,14,31,4,0,3,0,29,2,0.29,4.1,,0
Brian Calhoun,3019,HB,DET,3,7,0,1,48.6,17,0,35,0,1,0,17,20.2,2,2,11,0,3,73.3,63.5,75.0,,70.4,69.5,55.5,66.6,17,0,35,5,26,11,0,0,5,12,0,35,17,2.43,5.0,1.35,0
Moran Norris,865,FB,SF,16,7,0,0,0.0,0,0,17,1,2,0,9,19.8,0,4,28,0,0,73.6,66.8,85.3,,58.1,61.9,57.4,68.0,6,0,38,6,48,171,0,0,10,13,0,17,9,1.29,2.4,0.79,0
A.J. Feeley,893,QB,PHI,3,2,0,0,0.0,0,0,5,0,0,0,0,0.0,0,2,24,1,0,67.1,41.2,82.9,42.2,61.3,,50.4,60.0,7,0,0,0,0,71,18,5,0,2,0,23,0,0.0,3.3,,0
Brodie Croyle,3030,QB,KC,9,2,1,0,0.0,0,0,-2,0,0,0,0,0.0,0,1,16,4,0,28.5,50.7,11.1,52.5,,,49.7,60.0,6,4,0,0,0,131,20,5,0,2,0,18,3,0.43,2.6,,0
Tony Richardson,110,FB,MIN,14,7,0,0,0.0,0,0,13,0,2,0,4,6.3,0,3,18,0,0,74.9,76.9,82.1,,69.1,69.6,60.2,76.8,4,0,89,11,91,160,0,0,13,18,0,13,4,0.57,1.9,0.98,0
Trent Green,58,QB,MIA,5,5,1,0,0.0,0,0,2,0,0,1,1,4.0,1,3,17,1,0,88.5,52.0,45.3,54.5,,,42.4,60.0,23,2,0,0,0,91,28,2,0,5,0,30,3,0.43,4.3,,0
Ricky Williams,440,HB,MIA,1,6,0,0,0.0,0,0,15,0,0,0,7,0.0,0,2,17,1,1,17.7,29.9,68.4,,62.2,60.0,35.0,60.0,6,0,0,0,1,7,0,0,0,6,0,15,7,1.17,2.5,0.0,0
Devin Hester,3002,WR,CHI,16,6,1,0,0.0,0,0,-10,4,6,1,13,56.2,0,0,6,0,0,77.0,68.2,13.5,60.0,,70.0,58.2,57.2,5,2,299,21,159,57,0,0,37,27,0,-10,13,2.17,-1.7,1.88,0
Chad Johnson,806,WR,CIN,16,6,0,2,66.0,31,1,47,10,5,0,9,7.6,2,2,7,2,0,31.0,84.9,59.4,,,86.0,54.9,61.8,16,4,1440,93,573,385,0,0,158,99,0,47,9,1.5,7.8,2.51,0
Mike Bell,3225,HB,DEN,4,6,0,0,0.0,0,0,3,0,0,0,-1,0.0,0,2,10,1,1,18.4,33.7,77.0,,77.1,55.1,29.1,55.1,3,0,7,1,16,39,0,0,1,7,0,3,-1,-0.17,0.5,0.44,0
Jim Sorgi,1910,QB,IND,4,6,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,1,14,0,0,80.2,50.8,79.6,53.2,,,49.5,60.0,1,0,0,0,0,36,0,0,0,6,0,-4,0,0.0,-0.7,,0
Naufahu Tahi,3526,FB,MIN,4,6,0,0,0.0,0,0,15,0,0,0,11,0.0,0,0,18,0,2,71.1,47.5,73.6,,,62.1,52.6,48.6,6,0,7,1,4,12,0,0,1,7,0,15,11,1.83,2.5,1.75,0
Jake Delhomme,303,QB,CAR,3,2,1,0,0.0,0,0,-1,0,0,0,0,0.0,2,2,5,1,0,55.1,67.0,82.7,67.8,,,50.6,60.0,13,1,0,0,0,74,27,4,0,2,0,26,2,0.33,4.3,,0
Byron Leftwich,1323,QB,ATL,3,5,0,0,0.0,0,0,0,0,0,0,3,0.0,0,1,2,5,1,54.9,59.5,80.8,65.3,,,32.5,60.0,7,0,0,0,0,38,7,1,0,5,0,7,3,0.5,1.2,,0
Jason McKie,1279,FB,CHI,16,6,0,0,0.0,0,0,17,1,0,0,8,0.0,0,3,6,1,1,22.8,82.8,53.6,,56.6,48.1,49.3,90.2,6,1,33,9,102,281,0,0,14,15,1,17,8,1.33,2.8,0.32,0
Gus Frerotte,93,QB,SL,8,5,0,0,0.0,0,0,1,0,0,0,2,0.0,0,2,26,3,0,52.6,57.4,23.0,61.2,,,29.0,60.0,2,2,0,0,0,115,2,1,0,5,0,3,2,0.33,0.5,,0
Dennis Northcutt,605,WR,JAX,17,6,0,0,0.0,0,0,27,3,2,0,4,2.4,0,0,15,0,0,80.2,74.5,37.6,,,76.1,50.9,65.5,8,3,660,49,362,235,0,0,78,55,0,27,4,0.67,4.5,1.82,0
T.J. Houshmandzadeh,921,WR,CIN,16,5,1,0,0.0,0,0,14,8,18,1,9,29.2,0,0,7,2,0,38.9,82.3,45.0,,,82.5,61.1,72.1,8,6,1151,112,577,379,0,0,164,117,0,14,9,1.8,2.8,1.99,0
Antwaan Randle El,1069,WR,WAS,16,5,0,0,0.0,0,0,-1,3,7,0,6,12.7,0,0,32,1,0,81.7,82.6,87.1,67.7,,82.8,48.5,66.7,2,0,822,61,456,314,0,0,89,66,0,-1,6,1.2,-0.2,1.8,0
Craig Nall,1154,QB,GB,1,4,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,1,12,2,0,17.2,47.1,77.5,67.5,,,27.3,60.0,8,0,0,0,0,27,8,1,0,4,0,6,2,0.4,1.2,,0
Ovie Mughelli,1445,FB,ATL,16,5,0,0,0.0,0,0,6,1,1,0,5,9.1,0,2,2,0,0,72.6,92.5,85.4,,89.7,46.1,61.8,94.2,3,0,36,6,86,195,0,0,9,11,1,6,5,1.0,1.2,0.42,0
Brooks Bollinger,1502,QB,MIN,5,2,0,0,0.0,0,0,-1,0,0,0,0,0.0,1,1,18,1,0,41.7,64.3,81.2,68.7,,,40.1,60.0,10,0,0,0,0,55,19,3,0,2,0,18,15,3.0,3.6,,0
Kevin Walter,1549,WR,HST,16,5,1,0,0.0,0,0,30,3,3,1,10,11.4,1,2,13,0,1,81.6,78.3,88.6,,35.7,76.2,70.5,75.4,13,0,800,65,498,329,0,0,101,70,0,30,10,2.0,6.0,1.61,0
Michael Clayton,1736,WR,TB,15,5,0,1,90.9,20,1,22,5,6,0,8,32.0,1,2,30,1,0,27.5,60.8,65.8,,,58.1,58.5,86.0,20,1,340,25,280,146,0,0,40,30,0,22,8,1.6,4.4,1.21,0
Jerricho Cotchery,1829,WR,NYJ,15,5,4,1,42.1,16,0,38,7,14,4,41,169.7,3,3,22,1,0,55.2,77.3,87.7,,65.7,77.4,63.1,63.0,16,0,1129,82,525,366,0,0,120,87,0,38,41,8.2,7.6,2.15,0
Thomas Tapeh,1880,FB,PHI,16,5,0,0,0.0,0,0,18,1,5,0,17,130.8,1,3,24,0,0,73.3,69.2,85.4,,64.2,45.1,60.3,78.3,11,0,50,8,161,224,0,0,10,13,0,18,17,3.4,3.6,0.31,0
Jon Bradley,1993,FB,DET,15,5,0,0,0.0,0,0,9,0,0,0,6,0.0,0,3,11,1,0,22.0,68.2,82.3,,70.6,53.5,43.1,75.7,3,0,10,2,59,148,0,0,4,7,0,9,6,1.2,1.8,0.17,0
Luke Lawton,2099,FB,IND,12,5,0,0,0.0,0,0,13,0,2,0,9,40.0,0,1,14,0,0,72.2,56.7,81.2,,82.7,61.3,50.5,57.4,4,0,29,4,34,57,0,0,4,9,0,13,9,1.8,2.6,0.85,0
Wes Welker,2204,WR,NE,19,5,1,1,57.4,27,0,47,7,21,1,26,79.4,2,2,19,2,0,47.1,88.4,76.9,,61.5,86.2,66.9,83.0,27,1,1388,139,637,237,0,0,172,144,0,47,26,5.2,9.4,2.18,0
Reggie Brown,2252,WR,PHI,16,5,2,0,0.0,0,1,36,5,6,2,13,31.5,2,2,24,1,0,57.6,70.0,78.1,,,67.6,62.2,84.4,12,1,780,61,596,302,0,0,104,66,0,36,13,2.6,7.2,1.31,0
Kyle Orton,2323,QB,CHI,3,5,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,1,6,2,0,52.1,44.2,82.8,49.4,60.9,58.4,28.8,60.0,1,2,0,0,1,88,0,0,0,5,0,-1,0,0.0,-0.2,0.0,0
Santonio Holmes,2970,WR,PIT,14,5,1,0,0.0,0,0,17,4,7,1,6,16.0,1,1,25,2,0,43.8,84.7,74.5,,,84.4,44.2,80.6,11,1,1001,55,425,270,0,0,92,60,0,17,6,1.2,3.4,2.36,0
Brandon Marshall,3064,WR,DEN,16,5,2,2,70.2,40,0,57,11,39,2,16,122.6,3,4,10,3,1,27.9,91.3,24.4,56.7,,90.8,69.5,92.0,24,7,1325,102,532,362,0,0,167,107,0,57,16,3.2,11.4,2.49,0
Brad Johnson,31,QB,DAL,5,5,0,0,0.0,0,0,-5,0,0,0,0,0.0,0,0,9,0,0,74.9,58.8,77.4,60.2,,,55.7,60.0,0,1,0,0,0,30,0,0,0,5,0,-5,0,0.0,-1.0,,0
Arnaz Battle,1499,WR,SF,16,4,1,0,0.0,0,0,4,5,4,1,2,4.7,0,1,28,3,0,22.3,63.7,76.8,,,63.2,42.3,70.2,8,1,583,49,544,315,0,0,91,53,1,4,2,0.5,1.0,1.07,0
Calvin Johnson,3618,WR,DET,15,4,3,1,61.5,32,0,52,6,2,3,34,81.7,2,3,11,1,0,79.8,76.3,73.1,,,74.3,90.4,59.9,32,2,756,48,431,186,0,0,89,52,1,52,34,8.5,13.0,1.75,0
Andrew Pinnock,1527,FB,SD,8,4,0,0,0.0,0,0,1,0,1,0,4,20.0,0,0,27,0,2,69.4,86.0,32.1,,85.8,51.3,48.6,86.2,5,1,5,1,28,181,0,0,4,5,0,1,4,1.0,0.3,0.18,0
J.T. O'Sullivan,1169,QB,DET,4,3,0,0,0.0,0,0,-16,0,0,0,0,0.0,0,0,11,4,1,26.5,44.6,78.5,54.7,,,29.2,60.0,2,0,0,0,0,23,2,1,0,3,0,-14,0,0.0,-3.5,,0
Matt Gutierrez,3948,QB,NE,5,4,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,0,19,0,0,70.1,55.9,74.1,58.4,,,56.4,60.0,-1,0,0,0,0,15,0,0,0,4,0,-4,0,0.0,-1.0,,0
