player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Brett Favre,14,QB,GB,16,19,0,0,0.0,0,1,-18,0,0,0,0,0.0,3,4,12,9,0,74.6,55.7,79.5,57.4,,58.4,31.3,60.0,14,2,0,0,1,410,39,4,0,19,1,21,2,0.09,0.9,0.0,2
Aaron Brooks,509,QB,OAK,8,7,3,0,0.0,0,0,-2,0,0,0,8,0.0,5,5,23,5,2,28.9,57.5,59.1,62.6,,,33.1,60.0,23,2,0,0,0,147,110,15,0,7,0,108,78,3.55,4.9,,0
Brad Hoover,740,FB,CAR,16,22,4,1,23.6,17,0,72,1,2,4,48,31.2,1,10,5,1,0,33.5,72.2,65.4,,59.4,56.0,56.1,84.3,17,1,122,20,182,295,0,0,26,42,1,72,48,2.18,3.3,0.67,0
Ryan Moats,2294,HB,PHI,5,22,2,0,0.0,0,0,69,0,0,2,48,19.8,1,5,24,0,7,77.7,55.7,75.3,,35.2,50.5,59.9,60.0,13,0,0,0,16,23,0,0,1,22,0,69,48,2.18,3.1,0.0,14
Kyle Boller,1335,QB,BLT,4,14,0,0,0.0,0,0,-6,0,0,0,3,0.0,2,3,3,3,1,23.6,40.4,19.7,51.6,,,30.4,60.3,10,1,0,0,0,65,40,8,0,14,0,34,10,0.45,1.5,,1
Matt Leinart,2955,QB,ARZ,12,11,0,0,0.0,0,0,-10,0,0,0,2,0.0,2,6,1,7,2,56.2,58.1,42.5,59.0,,,51.4,60.0,14,3,0,0,0,270,56,10,0,11,2,46,24,1.14,2.2,,1
Reshard Lee,1647,FB,OAK,15,21,2,0,0.0,0,0,72,0,2,2,48,22.3,4,6,23,1,9,35.1,64.1,4.5,,90.0,72.0,45.0,61.6,13,2,138,20,114,61,0,0,24,41,2,72,48,2.29,3.4,1.21,4
Jerome Harrison,3090,HB,CLV,10,20,3,1,25.0,15,0,60,1,1,3,52,35.9,4,3,8,1,5,28.7,55.6,83.0,,76.6,51.8,48.5,60.0,15,0,47,9,73,22,0,0,12,29,0,60,52,2.6,3.0,0.64,8
Matt Hasselbeck,408,QB,SEA,14,6,1,0,0.0,0,0,-5,0,0,0,0,0.0,5,7,29,3,0,89.7,66.8,53.0,65.9,,,61.9,60.0,19,4,0,0,0,425,126,14,0,6,0,121,61,3.05,6.1,,0
Trent Green,58,QB,KC,9,10,1,0,0.0,0,0,-9,0,0,0,0,0.0,1,5,16,7,2,49.8,43.7,87.2,44.0,,,48.0,60.0,10,0,0,0,0,266,65,10,0,10,0,56,50,2.5,2.8,,0
Travis Minor,846,HB,MIA,6,19,1,0,0.0,0,0,74,0,0,1,42,10.0,0,3,17,0,12,77.3,58.8,75.4,,81.6,62.1,56.6,60.0,9,0,2,3,15,20,0,0,3,22,0,74,42,2.21,3.9,0.13,4
Antwaan Randle El,1069,WR,WAS,16,18,6,3,48.3,57,1,115,1,1,6,91,69.4,5,4,32,1,3,43.8,66.9,68.5,86.2,72.9,64.6,63.0,59.9,20,3,355,33,301,240,3,1,59,51,0,118,91,4.79,6.2,1.18,0
Joey Harrington,1011,QB,MIA,11,14,0,0,0.0,0,0,0,0,0,0,6,0.0,0,6,17,3,4,77.2,56.6,88.3,57.5,,57.6,43.1,60.0,7,2,0,0,1,274,21,5,0,14,0,21,9,0.47,1.1,0.0,1
Justin Griffith,1433,FB,ATL,16,19,0,2,34.0,36,0,106,2,4,0,36,18.0,3,2,2,3,1,19.5,60.9,84.9,,84.6,55.8,38.3,71.1,21,0,168,23,164,209,0,0,28,42,1,106,36,1.89,5.6,1.02,15
Alvin Pearman,2344,HB,JAX,6,19,1,0,0.0,0,0,89,0,0,1,33,8.3,3,4,15,0,8,77.1,59.4,76.3,,79.0,68.8,57.2,57.8,12,0,12,2,12,23,0,0,2,21,1,89,33,1.74,4.7,1.0,10
Damian Nash,2359,HB,DEN,3,18,2,2,72.7,48,0,66,1,0,2,44,22.2,2,2,10,1,2,77.6,60.3,76.1,,62.8,58.9,58.3,64.4,26,0,41,4,28,23,0,0,5,22,0,66,44,2.44,3.7,1.46,15
Ciatrick Fason,2329,HB,MIN,4,18,2,1,15.2,15,0,99,0,0,2,78,41.3,5,6,18,0,10,77.0,75.6,75.0,,60.5,61.0,77.0,58.6,15,0,19,3,17,22,0,0,3,21,1,99,78,4.33,5.5,1.12,7
Brad Smith,3048,WR,NYJ,17,18,3,2,50.5,52,0,103,0,1,3,63,48.3,3,11,22,0,5,78.3,62.9,42.7,,66.3,62.9,60.1,68.6,32,1,72,11,110,81,0,0,14,29,0,103,63,3.5,5.7,0.65,3
Jake Delhomme,303,QB,CAR,13,15,0,0,0.0,0,0,-14,0,0,0,1,0.0,2,2,5,6,1,90.3,60.2,60.1,61.1,,58.4,45.9,60.0,12,2,0,0,1,342,26,3,0,15,0,12,3,0.17,0.7,0.0,0
Marcel Shipp,987,HB,ARZ,12,17,1,0,0.0,0,0,41,1,0,1,18,4.6,0,8,1,0,7,77.2,48.2,80.1,,23.2,56.9,48.2,57.6,9,0,60,6,44,29,0,0,8,23,4,41,18,1.06,2.4,1.36,7
Marc Bulger,684,QB,SL,16,13,0,0,0.0,0,0,-9,0,0,0,1,0.0,3,5,26,7,2,49.9,70.6,79.9,71.5,,58.4,30.0,60.0,29,2,0,0,1,413,59,4,0,13,0,50,3,0.18,2.9,0.0,0
Verron Haynes,1156,HB,PIT,7,16,3,0,0.0,0,0,76,1,3,3,44,48.5,2,4,25,1,8,28.9,62.1,84.0,,74.3,65.6,56.5,56.2,13,0,95,18,94,32,0,0,22,34,0,76,44,2.75,4.8,1.01,2
Tarvaris Jackson,3009,QB,MIN,4,1,1,0,0.0,0,0,4,0,0,0,2,0.0,2,4,18,3,0,56.4,46.0,81.9,43.4,,,63.7,60.0,13,0,0,0,0,33,73,14,0,1,1,77,21,1.4,5.1,,0
Jeremi Johnson,1430,FB,CIN,16,15,0,1,26.8,15,0,56,2,0,0,31,0.0,1,3,7,0,1,76.8,78.3,87.1,,46.8,37.1,63.4,87.6,15,1,36,7,106,263,0,0,9,22,1,56,31,2.07,3.7,0.34,0
Andrew Walter,2286,QB,OAK,12,10,0,0,0.0,0,0,-14,0,0,0,4,0.0,2,2,23,13,2,23.9,48.2,32.0,54.2,61.3,,24.7,60.0,12,3,0,0,0,218,29,4,0,10,0,15,6,0.43,1.1,,0
Ovie Mughelli,1445,FB,BLT,17,14,2,0,0.0,0,0,56,0,1,2,38,22.0,1,6,3,1,0,31.5,83.6,84.5,,86.7,67.5,70.9,76.3,12,2,193,23,106,307,0,0,24,37,0,56,38,2.71,4.0,1.82,0
J.J. Arrington,2261,HB,ARZ,12,14,0,0,0.0,0,0,19,1,2,0,22,14.3,0,0,1,0,2,76.7,49.9,79.8,,51.3,58.5,45.6,60.0,9,0,58,8,38,15,0,0,10,22,0,19,22,1.57,1.4,1.53,9
Charlie Batch,367,QB,PIT,8,11,0,0,0.0,0,0,-8,0,0,0,0,0.0,2,1,25,1,1,58.0,66.3,81.8,73.2,,,38.7,60.0,12,0,0,0,0,73,23,2,0,11,0,15,17,1.31,1.2,,0
Mark Brunell,51,QB,WAS,10,8,0,0,0.0,0,0,-1,0,0,0,3,0.0,1,4,32,5,3,71.4,55.8,50.6,57.5,78.4,,40.0,60.0,12,3,0,0,0,258,32,5,0,8,0,31,3,0.23,2.4,,0
Tyson Thompson,2810,HB,DAL,3,13,2,0,0.0,0,0,30,0,0,2,19,22.5,0,1,9,0,7,74.7,53.6,70.9,,79.1,,54.2,59.0,7,0,0,0,0,16,0,0,0,13,1,30,19,1.46,2.3,,6
Mike Karney,1875,FB,NO,17,12,1,0,0.0,0,0,44,1,1,1,17,10.1,1,8,20,0,1,77.4,67.7,39.3,,62.5,57.4,61.6,72.6,11,2,105,16,137,315,0,0,21,28,1,44,17,1.42,3.7,0.77,0
Kurt Warner,112,QB,ARZ,6,10,0,0,0.0,0,0,-9,0,0,0,2,0.0,0,3,1,10,1,18.6,42.4,28.8,48.3,60.9,,28.3,60.0,9,3,0,0,0,143,10,2,0,10,0,1,21,1.75,0.1,,1
Michael Sellers,432,FB,WAS,16,12,0,0,0.0,0,0,51,0,2,0,25,13.9,1,7,32,1,4,36.9,78.0,38.8,,86.0,55.8,73.0,78.0,13,2,105,18,128,286,0,0,19,30,0,51,25,2.08,4.3,0.82,5
Jay Cutler,2956,QB,DEN,5,9,0,0,0.0,0,0,-2,0,0,0,6,0.0,0,0,10,7,1,34.1,51.2,85.0,55.1,,,29.8,60.0,9,0,0,0,0,149,18,3,0,9,0,16,14,1.17,1.3,,2
Seneca Wallace,1422,QB,SEA,8,3,0,0,0.0,0,0,3,0,0,0,1,0.0,4,4,29,4,0,26.1,50.2,84.6,51.7,60.9,60.0,46.7,60.0,37,0,6,1,2,110,119,9,1,4,0,122,13,1.08,10.2,3.0,0
Nick Goings,956,HB,CAR,9,11,0,1,53.8,28,0,52,0,1,0,31,13.4,1,2,5,0,6,76.1,63.9,81.0,,83.8,73.7,50.6,58.5,28,0,107,10,49,14,0,0,14,21,0,52,31,2.82,4.7,2.18,2
Earnest Graham,1613,HB,TB,10,11,2,1,28.8,17,0,59,0,0,2,35,53.0,2,3,30,0,5,74.1,65.0,76.1,,83.1,54.0,66.3,55.3,17,0,4,1,16,15,0,0,3,12,0,59,35,3.18,5.4,0.25,4
Dee Brown,905,HB,KC,6,10,0,0,0.0,0,0,24,0,0,0,16,0.0,0,0,16,1,3,22.3,37.1,0.0,,69.5,58.3,36.3,59.2,7,1,5,1,15,14,0,0,1,11,0,24,16,1.6,2.4,0.33,4
Chris Perry,1747,HB,CIN,6,10,5,1,31.6,18,0,57,0,0,5,44,115.8,2,3,7,0,6,75.8,82.6,76.0,,79.0,87.6,77.8,60.0,18,0,42,9,21,14,0,0,11,19,0,57,44,4.4,5.7,2.0,2
Daunte Culpepper,446,QB,MIA,4,4,0,0,0.0,0,0,-1,0,0,0,2,0.0,0,2,17,3,1,29.5,45.3,9.2,48.1,62.2,,45.9,60.0,7,2,0,0,0,82,21,6,0,4,1,20,11,1.1,2.0,,0
Jamaal Branch,3246,HB,NO,1,10,0,0,0.0,0,0,29,0,0,0,20,0.0,0,2,20,0,3,74.7,57.3,72.7,,20.9,79.9,55.4,,9,0,14,5,14,10,0,0,5,15,0,29,20,2.0,2.9,1.0,4
Adrian Peterson,1177,HB,CHI,9,10,2,0,0.0,0,0,41,0,2,2,22,58.7,2,5,6,0,7,74.7,71.0,73.1,,86.1,82.2,62.6,59.2,11,0,51,5,12,12,0,0,5,15,2,41,22,2.2,4.1,4.25,2
LaBrandon Toefield,1443,HB,JAX,3,10,3,0,0.0,0,0,22,0,0,3,19,57.0,1,1,15,0,6,73.3,53.5,72.0,,17.9,58.5,57.6,59.4,12,0,0,0,2,12,0,0,0,10,0,22,19,1.9,2.2,0.0,4
Cecil Sapp,1695,FB,DEN,11,10,2,2,60.0,48,0,80,1,0,2,37,41.1,3,4,10,0,0,75.4,56.1,4.3,,60.7,57.1,68.9,51.2,28,1,34,8,35,92,0,0,10,18,0,80,37,3.7,8.0,0.97,0
Vinny Testaverde,2866,QB,NE,4,9,0,0,0.0,0,0,-9,0,0,0,0,0.0,0,0,19,0,0,73.8,58.0,72.9,70.2,,,51.9,,-1,0,0,0,0,9,0,0,0,9,0,-9,0,0.0,-1.0,,0
Damon Huard,215,QB,KC,10,7,0,0,0.0,0,0,-11,0,0,0,0,0.0,0,0,16,9,1,34.6,70.2,26.4,72.4,,58.9,35.2,60.0,8,3,-6,2,1,249,12,2,2,9,0,1,4,0.44,0.1,-6.0,0
Obafemi Ayanbadejo,297,FB,ARZ,14,9,0,0,0.0,0,0,37,1,4,0,23,39.3,1,5,1,1,0,26.6,55.7,84.7,,57.2,54.8,57.7,56.1,11,0,141,17,91,97,0,0,19,26,0,37,23,2.56,4.1,1.55,1
Javon Walker,1027,WR,DEN,16,9,5,3,95.1,117,0,123,7,11,5,125,284.9,3,4,10,0,0,82.3,84.2,64.9,,,83.3,71.9,71.0,72,2,1084,69,444,375,0,0,117,78,1,123,125,13.89,13.7,2.44,0
Jason McKie,1279,FB,CHI,18,8,1,0,0.0,0,0,18,1,4,1,14,22.4,0,0,6,0,0,78.6,75.2,87.4,,89.5,61.1,57.4,72.4,7,0,178,31,166,404,0,0,40,39,0,18,14,1.75,2.3,1.07,3
Drew Bledsoe,36,QB,DAL,6,3,0,0,0.0,0,0,1,0,0,0,1,0.0,1,5,9,3,0,78.0,59.0,31.9,59.4,,,55.8,60.0,11,3,0,0,0,170,27,5,0,3,2,28,17,2.13,3.5,,0
Terrelle Smith,651,FB,CLV,16,8,0,0,0.0,0,0,14,2,2,0,10,15.6,0,1,8,0,0,74.6,57.3,84.5,,84.5,37.9,51.1,64.5,3,0,21,8,100,210,0,0,11,16,0,14,10,1.25,1.8,0.21,0
Chris Chambers,821,WR,MIA,16,8,2,2,60.0,57,0,95,11,9,2,41,84.1,4,3,17,0,0,81.5,66.9,90.8,,,64.7,71.9,69.1,39,0,677,59,627,367,0,0,141,67,0,95,41,5.13,11.9,1.08,0
Steve Smith,837,WR,CAR,14,8,0,3,98.4,60,0,61,9,14,0,17,32.7,3,2,5,1,0,57.2,85.5,89.6,,,85.1,50.8,76.2,24,1,1166,83,469,344,0,0,133,91,1,61,17,2.13,7.6,2.49,0
Jerricho Cotchery,1829,WR,NYJ,17,8,1,0,0.0,0,0,41,6,10,1,13,19.2,2,2,22,0,0,83.1,78.9,78.8,,,77.9,62.3,75.0,14,1,1049,85,549,420,0,0,127,93,0,41,13,1.63,5.1,1.91,0
Eric Shelton,2271,HB,CAR,4,8,1,0,0.0,0,0,23,0,0,1,21,29.2,0,1,5,0,3,72.5,56.6,74.5,,81.6,66.7,51.9,60.0,9,0,6,1,8,11,0,0,1,9,0,23,21,2.63,2.9,0.75,3
Lousaka Polite,2152,FB,DAL,11,7,0,0,0.0,0,0,18,1,0,0,13,0.0,0,1,9,0,3,72.3,61.6,80.2,,83.0,46.1,45.9,73.6,4,0,21,2,30,86,0,0,7,9,0,18,13,1.86,2.6,0.7,4
Mark Clayton,2239,WR,BLT,17,7,0,0,0.0,0,0,-30,4,2,0,2,0.7,0,0,3,0,1,82.6,73.2,74.5,58.4,,74.0,46.4,67.9,3,1,1012,73,492,265,0,0,113,80,0,-30,2,0.29,-4.3,2.06,0
Bryan Gilmore,727,WR,SF,16,7,1,3,68.1,64,0,94,0,0,1,29,27.6,5,5,28,1,0,22.9,50.8,86.7,,,49.1,57.9,67.6,22,0,150,8,327,179,0,0,23,15,0,94,29,4.14,13.4,0.46,0
Brian Calhoun,3019,HB,DET,5,6,0,0,0.0,0,0,15,0,0,0,16,0.0,0,0,11,1,5,20.6,44.1,73.1,,34.9,65.4,42.1,60.0,7,0,20,2,9,9,0,0,2,8,0,20,16,2.67,3.3,2.22,1
Donald Driver,533,WR,GB,16,7,0,1,100.0,16,0,16,7,13,0,20,37.5,1,2,12,1,0,58.8,80.7,76.1,,,81.0,51.7,62.3,16,2,1297,92,619,319,0,0,165,99,0,16,20,2.86,2.3,2.1,0
Ahmard Hall,3336,FB,TEN,14,7,2,0,0.0,0,0,21,0,4,2,16,62.3,1,3,31,1,0,25.4,71.6,40.7,,37.6,63.5,64.0,75.8,11,2,138,15,85,180,0,0,19,22,0,21,16,2.29,3.0,1.62,0
Reggie Williams,1730,WR,JAX,16,7,0,0,0.0,0,1,33,8,9,0,13,28.3,2,3,15,1,0,43.7,65.7,47.8,,62.3,65.0,52.2,77.6,10,6,616,52,434,327,0,0,84,59,0,33,13,1.86,4.7,1.42,0
Santana Moss,786,WR,WAS,14,7,1,3,93.9,77,0,82,3,12,1,36,107.8,3,3,32,2,0,26.1,77.3,0.0,,,79.7,67.1,61.6,35,7,790,55,396,260,0,0,96,62,0,82,36,5.14,11.7,1.99,0
Matt Schaub,1811,QB,ATL,5,4,0,0,0.0,0,0,-1,0,0,0,0,0.0,1,2,2,0,0,78.6,70.5,78.6,72.3,,57.1,56.4,60.0,19,0,0,0,2,26,22,2,0,4,0,21,3,0.5,3.5,0.0,0
Chad Johnson,806,WR,CIN,16,6,0,0,0.0,0,1,24,7,3,0,8,4.3,0,0,7,0,0,83.3,87.5,59.0,,,89.5,43.9,59.5,8,5,1375,87,552,387,0,0,143,93,0,24,8,1.33,4.0,2.49,0
Lee Suggs,1427,HB,MIA,3,6,0,0,0.0,0,0,26,0,0,0,10,0.0,0,0,17,0,5,71.4,54.3,73.4,,53.4,53.3,56.2,60.0,7,0,13,0,10,7,0,0,0,6,0,26,10,1.67,4.3,1.3,1
Patrick Pass,709,HB,NE,2,6,0,0,0.0,0,0,21,0,0,0,7,0.0,0,1,19,1,2,19.1,40.5,71.4,,75.8,85.9,29.8,,6,0,24,2,6,6,0,0,2,8,0,21,7,1.17,3.5,4.0,3
B.J. Askew,1400,FB,NYJ,14,6,0,0,0.0,0,0,11,0,2,0,5,9.8,0,1,22,0,2,74.6,62.9,86.2,,64.0,65.1,51.7,61.7,5,0,72,11,79,197,0,0,13,17,0,11,5,0.83,1.8,0.91,0
Brian Griese,379,QB,CHI,6,6,0,0,0.0,0,0,-5,0,0,0,0,0.0,0,0,6,1,0,79.6,31.9,80.1,31.3,,,53.8,60.0,0,0,0,0,0,52,0,0,0,6,0,-5,0,0.0,-0.8,,1
Thomas Tapeh,1880,FB,PHI,18,5,0,0,0.0,0,0,9,4,2,0,2,3.5,0,2,24,0,2,75.8,59.5,86.1,,84.2,34.5,50.5,70.8,4,0,88,18,204,222,0,0,25,23,0,9,2,0.4,1.8,0.43,1
Tony Fisher,1241,HB,SL,8,5,0,0,0.0,0,0,8,1,2,0,7,14.7,0,0,26,0,1,75.5,62.3,80.3,,86.4,82.5,42.1,,4,0,159,14,38,6,0,0,17,19,0,8,7,1.4,1.6,4.18,1
Peerless Price,473,WR,BUF,16,5,0,0,0.0,0,1,18,1,3,0,10,11.1,0,1,4,1,0,80.1,63.2,62.4,,,63.1,57.6,63.0,9,4,402,49,448,308,0,0,69,54,0,18,10,2.0,3.6,0.9,0
Ronnie Cruz,2024,FB,KC,5,5,1,0,0.0,0,0,19,0,1,1,15,85.7,0,0,16,0,1,70.9,71.6,80.2,,64.7,68.9,76.6,60.2,7,0,20,2,29,68,0,0,3,7,0,19,15,3.0,3.8,0.69,1
Rock Cartwright,1211,HB,WAS,2,5,1,0,0.0,0,0,20,0,0,1,7,28.0,0,0,32,1,3,16.7,40.5,70.0,,74.1,59.9,43.4,,9,0,0,0,0,5,0,0,0,5,0,20,7,1.4,4.0,,2
Kyle Johnson,1138,FB,DEN,14,5,0,1,50.0,15,0,30,1,0,0,11,0.0,1,1,10,0,0,72.9,62.4,83.9,,84.4,54.1,66.5,58.8,15,0,37,7,65,205,0,0,9,12,0,30,11,2.2,6.0,0.57,0
Arnaz Battle,1499,WR,SF,16,5,2,1,72.0,18,0,25,1,10,2,9,33.8,2,2,28,1,0,45.8,76.1,75.3,59.7,46.8,74.4,62.2,78.6,18,2,695,59,443,302,0,0,79,64,0,25,9,1.8,5.0,1.57,0
Tony Richardson,110,FB,MIN,9,5,0,0,0.0,0,0,12,0,4,0,12,53.3,0,2,18,0,2,74.9,75.4,82.4,,69.6,80.0,43.5,75.5,3,0,121,13,75,146,0,0,13,18,0,12,12,2.4,2.4,1.61,1
Michael Clayton,1736,WR,TB,12,5,0,1,65.9,27,0,41,3,4,0,13,27.4,1,2,30,2,2,22.5,63.0,53.4,,62.3,63.2,38.5,78.6,27,2,360,33,354,183,0,0,60,38,0,41,13,2.6,8.2,1.02,0
Dante' Hall,677,WR,KC,16,5,2,0,0.0,0,0,25,4,2,2,15,36.4,0,0,16,0,1,77.2,62.3,84.2,,62.4,59.3,73.2,70.1,9,0,216,28,232,158,0,0,44,33,0,25,15,3.0,5.0,0.93,0
Sage Rosenfels,863,QB,HST,3,3,1,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,13,0,0,80.3,67.8,0.0,74.8,,60.0,43.6,60.0,7,1,0,0,1,23,7,1,0,3,0,5,8,2.0,1.3,0.0,0
Chris Weinke,861,QB,CAR,3,2,0,0,0.0,0,0,-1,0,0,0,0,0.0,1,1,5,2,1,30.6,41.6,32.0,45.3,,,37.1,60.5,13,1,0,0,0,68,17,2,0,2,0,16,21,5.25,4.0,,0
Marques Tuiasosopo,826,QB,OAK,2,1,0,0,0.0,0,0,1,0,0,0,0,0.0,1,2,23,0,1,74.3,47.0,76.6,40.4,61.3,,68.3,60.0,11,0,0,0,0,17,28,3,0,1,0,29,0,0.0,7.3,,0
Josh Reed,1043,WR,BUF,13,4,1,1,115.4,15,0,13,1,6,1,16,73.7,1,2,4,0,3,78.1,72.9,6.1,,37.2,75.4,52.2,67.3,15,3,410,34,235,119,0,0,45,38,0,13,16,4.0,3.3,1.74,0
Deion Branch,1072,WR,SEA,16,4,0,1,63.3,19,0,30,11,3,0,8,9.2,1,1,29,0,0,81.2,65.7,69.6,60.0,61.6,65.9,58.9,59.6,19,4,821,61,539,411,0,0,111,65,0,30,8,2.0,7.5,1.52,0
Cleo Lemon,1271,QB,MIA,4,3,0,0,0.0,0,0,3,0,0,0,11,0.0,0,0,17,0,0,83.3,53.8,81.1,53.0,,,61.8,60.0,6,0,0,0,0,41,3,1,0,3,0,6,11,2.75,1.5,,0
Tim Rattay,701,QB,TB,4,3,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,1,30,2,1,85.6,72.8,83.1,72.5,,,59.2,60.0,4,0,0,0,0,79,4,1,0,3,0,2,0,0.0,0.5,,0
Bethel Johnson,1361,WR,MIN,11,4,1,0,0.0,0,0,8,0,2,1,13,75.0,0,0,18,0,0,73.4,62.1,83.3,,,62.6,53.5,59.6,5,0,156,9,134,57,0,0,17,13,0,8,13,3.25,2.0,1.16,0
Anquan Boldin,1369,WR,ARZ,16,3,1,1,66.7,18,0,27,3,27,1,20,217.1,1,2,1,1,1,82.7,82.6,58.3,,,83.8,48.7,68.0,18,5,1203,83,590,380,0,1,146,86,0,27,22,5.5,6.8,2.04,1
Kevin Curtis,1389,WR,SL,16,4,2,0,0.0,0,0,4,1,1,2,9,15.3,0,1,26,0,0,78.9,65.0,66.0,,,65.2,57.4,57.8,7,1,479,40,383,130,0,0,56,44,0,4,9,2.25,1.0,1.25,0
Chris Simms,1411,QB,TB,3,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,1,30,0,0,86.1,32.9,82.7,35.0,,,45.2,60.0,3,0,0,0,0,54,8,3,0,1,1,7,1,0.25,1.8,,0
Andrew Pinnock,1527,FB,SD,3,4,0,1,60.0,15,0,25,0,0,0,10,0.0,1,1,27,0,3,68.6,66.8,69.6,,75.6,59.9,65.0,59.2,15,0,0,0,1,7,0,0,0,4,0,25,10,2.5,6.3,0.0,1
Reno Mahe,1654,HB,PHI,5,4,0,0,0.0,0,0,18,0,1,0,8,22.2,1,0,24,1,2,19.6,46.3,76.6,,84.8,40.7,46.9,55.8,11,0,23,5,20,13,0,0,6,9,0,18,8,2.0,4.5,1.15,2
Aaron Stecker,572,HB,NO,14,4,1,0,0.0,0,0,11,4,2,1,16,52.2,0,1,20,0,1,75.6,59.9,82.3,,85.8,60.7,60.8,41.1,4,0,190,19,99,26,0,0,28,23,0,11,16,4.0,2.8,1.92,2
Keylon Kincade,2096,HB,DAL,1,4,0,0,0.0,0,0,9,0,0,0,12,0.0,0,0,9,0,3,68.6,47.1,66.3,,,,50.1,,7,0,0,0,0,4,0,0,0,4,0,9,12,3.0,2.3,,1
Reggie Brown,2252,WR,PHI,18,4,1,1,40.5,15,0,37,11,8,1,9,33.8,2,2,24,0,0,80.6,67.1,58.2,,71.0,65.6,66.4,74.2,15,4,965,56,594,372,0,0,98,60,1,37,9,2.25,9.3,1.62,0
Derek Anderson,2430,QB,CLV,5,1,1,0,0.0,0,0,-1,0,0,0,0,0.0,2,2,8,2,0,36.8,40.9,83.1,41.8,72.2,,52.2,60.3,33,1,0,0,0,62,48,3,0,1,0,47,24,6.0,11.8,,0
Eddie Kennison,161,WR,KC,17,4,1,0,0.0,0,0,16,4,2,1,10,13.2,0,0,16,0,0,80.4,73.4,89.6,,,73.7,54.1,60.4,9,0,860,53,487,427,0,0,96,57,0,16,10,2.5,4.0,1.77,0
Chad Jackson,2981,WR,NE,14,4,2,0,0.0,0,0,22,5,1,2,9,39.7,2,2,19,0,0,74.5,59.4,50.0,,,58.8,68.6,55.8,14,1,152,13,119,129,0,0,21,17,0,22,9,2.25,5.5,1.28,0
T.J. Houshmandzadeh,921,WR,CIN,14,3,0,0,0.0,0,0,6,3,11,0,9,35.5,1,1,7,0,0,83.1,88.4,74.5,,,88.9,54.8,66.9,13,1,1081,90,478,326,0,0,129,93,0,6,9,3.0,2.0,2.26,0
Brodie Croyle,3030,QB,KC,2,3,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,16,0,0,72.5,34.5,74.1,38.3,,,49.6,60.0,-1,0,0,0,0,9,0,0,0,3,0,-3,0,0.0,-1.0,,0
Dennis Northcutt,605,WR,CLV,13,3,0,1,50.0,16,0,32,6,3,0,5,20.0,1,1,8,1,0,26.3,52.9,85.4,,,54.2,33.8,67.7,16,1,228,22,244,87,0,0,42,25,0,32,5,1.67,10.7,0.93,0
Cedric Cobbs,1849,HB,DEN,1,3,0,0,0.0,0,0,9,0,0,0,6,0.0,0,0,10,0,1,67.2,58.3,70.8,,84.5,57.7,55.8,60.0,5,0,0,0,3,4,0,0,0,3,0,9,6,2.0,3.0,0.0,1
Vincent Jackson,2278,WR,SD,17,3,0,0,0.0,0,0,16,2,0,0,3,0.0,0,0,27,0,0,77.3,69.0,62.4,,64.5,67.9,58.3,72.0,8,2,496,29,357,398,0,0,61,32,0,16,3,1.0,5.3,1.39,0
Billy Volek,768,QB,SD,1,3,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,27,0,0,69.8,45.5,74.1,52.5,,,49.6,60.0,-1,0,0,0,0,14,0,0,0,3,0,-3,0,0.0,-1.0,,0
Rich Alexis,1975,HB,SL,1,3,0,0,0.0,0,0,5,0,0,0,4,0.0,0,0,26,0,2,67.2,42.0,69.0,,,59.8,52.3,49.9,3,0,0,0,1,6,0,0,0,3,0,5,4,1.33,1.7,0.0,1
Terry Glenn,156,WR,DAL,16,3,0,1,200.0,22,2,11,3,4,0,9,15.6,1,1,9,1,0,50.7,77.4,30.1,,70.3,77.9,58.0,72.1,22,5,1091,74,517,305,0,0,114,77,0,11,9,3.0,3.7,2.11,0
Marquis Weeks,2837,HB,SEA,2,3,0,0,0.0,0,0,8,0,0,0,3,0.0,0,0,29,0,1,67.2,38.0,67.7,,,,44.7,59.2,3,0,0,0,0,5,0,0,0,3,0,8,3,1.0,2.7,,2
Nate Washington,2832,WR,PIT,16,3,0,0,0.0,0,0,8,4,2,0,6,10.5,0,1,25,0,0,78.4,64.8,51.7,,81.1,64.3,60.5,68.1,8,2,624,35,397,121,0,0,66,38,0,8,6,2.0,2.7,1.57,0
Kay-Jay Harris,2630,HB,SL,2,3,0,0,0.0,0,0,9,0,0,0,5,0.0,0,0,26,0,2,68.2,60.1,70.8,,,62.8,59.9,59.0,9,0,10,1,3,6,0,0,1,4,0,9,5,1.67,3.0,3.33,1
